Name,Date,Expedition,Atoll,Site,Transect,Quadrat,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,356,1532,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,482,1782,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,376,2202,*TURFR
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,544,2071,*TURFR
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,892,504,*CCAH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,835,343,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,824,1169,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,994,1401,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1002,1516,Turfsa
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,966,1093,*EMA
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,874,1078,*EMA
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1002,1839,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,906,1716,Turfsa
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,879,2200,*EMA
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,583,2298,*TURFR
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,864,2380,*EMA
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,601,2046,*TURFR
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1416,935,*EMA
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1363,695,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1323,929,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1240,1239,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1330,1640,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1108,2455,Macro
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1629,367,*EMA
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1784,378,*EMA
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1810,499,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1843,602,*CCAH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1827,834,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1552,646,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1744,859,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1531,1315,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1599,2382,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1691,2175,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1791,2090,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1889,2448,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,1939,264,*CCAH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2216,910,Turfsa
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2276,813,Turfsa
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2156,855,Turfsa
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2249,717,Turfsa
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2156,908,Turfsa
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2136,1384,Turfsa
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2355,1822,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2296,1905,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2325,1771,Hard
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2030,2292,*TURFH
BIOT19_EgmontSite1_Mar3_T1_13m_IMG_0136.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,13m,,,,,,,,,,,,2234,2412,*EMA
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,198,267,*TURFR
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,639,339,*CCAH
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,411,348,*TURFH
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,406,1052,*CCAH
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,487,709,*CCAH
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,474,766,Sponge
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,353,1779,Turfsa
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,395,1698,*TURFH
BIOT19_EgmontSite1_Mar3_T1_14m_IMG_0131.jpeg,2019-03-03,2019,Egmont,Il Lubine,1,14m,,,,,,,,,,,,624,2163,*TURFH
